utime Server CPU Memory Users
1447731060 bos-bc-sg-01 14 23 1499
1447731060 bos-bc-sg-02 11 20 1438
1447731060 bos-bc-sg-03 14 20 1311
1447731060 sng-bc-ce-01 1 26 351
1447731060 sng-bc-ce-02 1 27 178
1447731060 sng-bc-sg-01 2 19 377
1447731060 sng-bc-sg-02 28 28 3773
1447731060 kor-bc-ce-01 6 58 155
1447731060 kor-bc-ce-02 1 45 46
1447731060 nyc-bc-ce-05 1 15 2
1447731060 nyc-bc-ce-06 0 30 0
1447731060 nyc-bc-drp-01 0 20 0
1447731060 nyc-bc-drp-02 0 20 0
1447731060 nyc-bc-rp-01 0 24 0
1447731060 nyc-bc-rp-02 0 16 0
1447731060 nyc-bc-sg-01 12 20 1717
1447731060 nyc-bc-sg-02 18 22 1636
1447731060 nyc-bc-sg-03 10 21 1536
1447731060 syd-bc-ce-01 25 66 513
1447731060 syd-bc-ce-02 2 51 85
1447731120 chn-bc-ce-01 0 41 1
1447731120 chn-bc-ce-02 1 40 1
1447731120 chn-bc-ce-03 1 35 228
1447731120 chn-bc-sg-01 26 25 2066
1447731120 chn-bc-sg-02 24 25 2028
1447731120 lon-bc-sg-01 8 21 1793
1447731120 lon-bc-sg-02 7 20 1523
1447731120 tok-bc-ce-01 2 35 240
1447731120 tok-bc-ce-02 1 26 161
1447731120 tok-bc-sg-01 18 24 1763
1447731120 snd-bc-sg-01 2 22 178
1447731120 snd-bc-sg-02 2 21 159
1447731120 bos-bc-ce-03 1 17 0
1447731120 bos-bc-ce-04 1 24 0
1447731120 bos-bc-drp-01 21 54 10871
1447731120 bos-bc-drp-02 22 54 10863
1447731120 bos-bc-rp-01 2 16 59
1447731120 bos-bc-sg-01 12 23 1513
1447731120 bos-bc-sg-02 11 20 1434
1447731120 bos-bc-sg-03 15 20 1285
1447731120 sng-bc-ce-01 1 26 356
1447731120 sng-bc-ce-02 1 27 156
1447731120 sng-bc-sg-01 3 19 365
1447731120 sng-bc-sg-02 28 28 3753
1447731120 kor-bc-ce-01 6 58 160
1447731120 kor-bc-ce-02 1 45 44
1447731120 nyc-bc-ce-05 1 15 1
1447731120 nyc-bc-ce-06 0 30 0
1447731120 nyc-bc-drp-01 0 20 0
1447731120 nyc-bc-drp-02 0 20 0
1447731120 nyc-bc-rp-01 0 24 0
1447731120 nyc-bc-rp-02 0 16 0
1447731120 nyc-bc-sg-01 12 20 1694
1447731120 nyc-bc-sg-02 18 21 1592
1447731120 nyc-bc-sg-03 11 21 1543
1447731120 syd-bc-ce-01 27 65 518
1447731120 syd-bc-ce-02 2 51 78
1447731180 chn-bc-ce-01 0 41 1
1447731180 chn-bc-ce-02 0 40 1
1447731180 chn-bc-ce-03 1 35 203
1447731180 chn-bc-sg-01 26 25 2043
1447731180 chn-bc-sg-02 20 25 2020
1447731180 lon-bc-sg-01 9 21 1789
1447731180 lon-bc-sg-02 6 20 1535
1447731180 tok-bc-ce-01 1 35 231
1447731180 tok-bc-ce-02 1 26 177
1447731180 tok-bc-sg-01 21 24 1766
1447731180 snd-bc-sg-01 2 22 174
1447731180 snd-bc-sg-02 2 21 152
1447731180 bos-bc-ce-03 1 17 0
1447731180 bos-bc-ce-04 1 24 0
1447731180 bos-bc-drp-01 22 54 10807
1447731180 bos-bc-drp-02 22 54 10795
1447731180 bos-bc-rp-01 2 16 60
1447731180 bos-bc-sg-01 12 23 1484
1447731180 bos-bc-sg-02 11 20 1456
1447731180 bos-bc-sg-03 13 20 1261
1447731180 sng-bc-ce-01 1 26 362
1447731180 sng-bc-ce-02 1 27 171
1447731180 sng-bc-sg-01 2 19 369
1447731180 sng-bc-sg-02 28 28 3744
1447731180 kor-bc-ce-01 5 57 157
1447731180 kor-bc-ce-02 1 45 46
1447731180 nyc-bc-ce-05 1 15 3
1447731180 nyc-bc-ce-06 0 30 1
1447731180 nyc-bc-drp-01 0 20 0
1447731180 nyc-bc-drp-02 0 20 0
1447731180 nyc-bc-rp-01 1 24 0
1447731180 nyc-bc-rp-02 0 16 0
1447731180 nyc-bc-sg-01 11 20 1702
1447731180 nyc-bc-sg-02 18 21 1586
1447731180 nyc-bc-sg-03 11 21 1526
1447731180 syd-bc-ce-01 22 65 510
1447731180 syd-bc-ce-02 2 51 79
1447731240 chn-bc-ce-01 0 41 2
1447731240 chn-bc-ce-02 0 40 2
1447731240 chn-bc-ce-03 2 35 191
1447731240 chn-bc-sg-01 23 25 2018
1447731240 chn-bc-sg-02 20 25 2005
1447731240 lon-bc-sg-01 8 21 1793
1447731240 lon-bc-sg-02 7 20 1531
1447731240 tok-bc-ce-01 1 35 253
1447731240 tok-bc-ce-02 1 26 191
1447731240 tok-bc-sg-01 19 24 1753
1447731240 snd-bc-sg-01 2 22 166
1447731240 snd-bc-sg-02 2 21 146
1447731240 bos-bc-ce-03 1 17 1
1447731240 bos-bc-ce-04 1 24 0
1447731240 bos-bc-drp-01 22 54 10739
1447731240 bos-bc-drp-02 21 54 10716
1447731240 bos-bc-rp-01 1 16 58
1447731240 bos-bc-sg-01 12 23 1440
1447731240 bos-bc-sg-02 12 20 1427
1447731240 bos-bc-sg-03 11 20 1271
1447731240 sng-bc-ce-01 1 26 372
1447731240 sng-bc-ce-02 1 27 182
1447731240 sng-bc-sg-01 2 19 382
1447731240 sng-bc-sg-02 28 28 3768
1447731240 kor-bc-ce-01 5 57 158
1447731240 kor-bc-ce-02 1 45 49
1447731240 nyc-bc-ce-05 1 15 4
1447731240 nyc-bc-ce-06 0 30 3
1447731240 nyc-bc-drp-01 0 20 2
1447731240 nyc-bc-drp-02 0 20 1
1447731240 nyc-bc-rp-01 0 24 0
1447731240 nyc-bc-rp-02 0 16 0
1447731240 nyc-bc-sg-01 11 20 1739
1447731240 nyc-bc-sg-02 18 21 1635
1447731240 nyc-bc-sg-03 10 21 1532
1447731240 syd-bc-ce-01 22 65 506
1447731240 syd-bc-ce-02 2 51 83
1447731300 chn-bc-ce-01 0 41 2
1447731300 chn-bc-ce-02 0 40 2
1447731300 chn-bc-ce-03 1 35 209
1447731300 chn-bc-sg-01 21 25 2029
1447731300 chn-bc-sg-02 17 25 2019
1447731300 lon-bc-sg-01 7 21 1789
1447731300 lon-bc-sg-02 7 20 1533
1447731300 tok-bc-ce-01 1 35 237
1447731300 tok-bc-ce-02 1 26 185
1447731300 tok-bc-sg-01 21 25 1730
1447731300 snd-bc-sg-01 2 22 156
1447731300 snd-bc-sg-02 2 21 143
1447731300 bos-bc-ce-03 1 17 1
1447731300 bos-bc-ce-04 1 24 0
1447731300 bos-bc-drp-01 21 54 10779
1447731300 bos-bc-drp-02 20 54 10800
1447731300 bos-bc-rp-01 2 16 58
1447731300 bos-bc-sg-01 11 23 1464
1447731300 bos-bc-sg-02 13 20 1405
1447731300 bos-bc-sg-03 13 20 1268
1447731300 sng-bc-ce-01 1 26 345
1447731300 sng-bc-ce-02 1 27 178
1447731300 sng-bc-sg-01 2 19 395
1447731300 sng-bc-sg-02 29 28 3749
1447731300 kor-bc-ce-01 8 57 155
1447731300 kor-bc-ce-02 1 45 42
1447731300 nyc-bc-ce-05 1 15 3
1447731300 nyc-bc-ce-06 0 30 2
1447731300 nyc-bc-drp-01 0 20 2
1447731300 nyc-bc-drp-02 0 20 2
1447731300 nyc-bc-rp-01 0 24 0
1447731300 nyc-bc-rp-02 0 16 0
1447731300 nyc-bc-sg-01 11 20 1732
1447731300 nyc-bc-sg-02 18 22 1638
1447731300 nyc-bc-sg-03 8 21 1515
1447731300 syd-bc-ce-01 20 66 500
1447731300 syd-bc-ce-02 2 51 92
1447731360 chn-bc-ce-01 0 41 0
1447731360 chn-bc-ce-02 0 40 0
1447731360 chn-bc-ce-03 1 35 214
1447731360 chn-bc-sg-01 21 25 2013
1447731360 chn-bc-sg-02 22 25 2023
1447731360 lon-bc-sg-01 8 21 1790
1447731360 lon-bc-sg-02 7 20 1526
1447731360 tok-bc-ce-01 2 36 232
1447731360 tok-bc-ce-02 1 26 171
1447731360 tok-bc-sg-01 19 25 1704
1447731360 snd-bc-sg-01 1 22 149
1447731360 snd-bc-sg-02 2 21 140
1447731360 bos-bc-ce-03 1 17 0
1447731360 bos-bc-ce-04 1 24 0
1447731360 bos-bc-drp-01 23 54 10745
1447731360 bos-bc-drp-02 20 54 10711
1447731360 bos-bc-rp-01 2 16 63
1447731360 bos-bc-sg-01 12 23 1463
1447731360 bos-bc-sg-02 12 20 1402
1447731360 bos-bc-sg-03 13 20 1262
1447731360 sng-bc-ce-01 1 26 352
1447731360 sng-bc-ce-02 1 27 193
1447731360 sng-bc-sg-01 2 19 391
1447731360 sng-bc-sg-02 27 28 3731
1447731360 kor-bc-ce-01 8 58 155
1447731360 kor-bc-ce-02 1 45 33
1447731360 nyc-bc-ce-05 1 15 1
1447731360 nyc-bc-ce-06 0 30 0
1447731360 nyc-bc-drp-01 0 20 1
1447731360 nyc-bc-drp-02 0 20 1
1447731360 nyc-bc-rp-01 0 24 0
1447731360 nyc-bc-rp-02 0 16 0
1447731360 nyc-bc-sg-01 11 20 1726
1447731360 nyc-bc-sg-02 17 21 1620
1447731360 nyc-bc-sg-03 10 21 1566
1447731360 syd-bc-ce-01 25 66 488
1447731360 syd-bc-ce-02 2 51 81
1447731420 chn-bc-ce-01 0 41 0
1447731420 chn-bc-ce-02 1 40 0
1447731420 chn-bc-ce-03 1 35 214
1447731420 chn-bc-sg-01 23 25 2015
1447731420 chn-bc-sg-02 23 25 1996
1447731420 lon-bc-sg-01 8 21 1772
1447731420 lon-bc-sg-02 7 20 1528
1447731420 tok-bc-ce-01 1 36 237
1447731420 tok-bc-ce-02 1 26 179
1447731420 tok-bc-sg-01 21 24 1694
1447731420 snd-bc-sg-01 2 22 150
1447731420 snd-bc-sg-02 2 21 145
1447731420 bos-bc-ce-03 1 17 1
1447731420 bos-bc-ce-04 1 24 0
1447731420 bos-bc-drp-01 24 54 10726
1447731420 bos-bc-drp-02 20 54 10721
1447731420 bos-bc-rp-01 2 16 58
1447731420 bos-bc-sg-01 12 23 1462
1447731420 bos-bc-sg-02 12 20 1416
1447731420 bos-bc-sg-03 11 20 1288
1447731420 sng-bc-ce-01 1 26 376
1447731420 sng-bc-ce-02 2 27 199
1447731420 sng-bc-sg-01 2 19 416
1447731420 sng-bc-sg-02 28 28 3757
1447731420 kor-bc-ce-01 6 57 158
1447731420 kor-bc-ce-02 1 45 41
1447731420 nyc-bc-ce-05 1 15 1
1447731420 nyc-bc-ce-06 0 30 0
1447731420 nyc-bc-drp-01 0 20 2
1447731420 nyc-bc-drp-02 0 20 1
1447731420 nyc-bc-rp-01 0 24 0
1447731420 nyc-bc-rp-02 0 16 0
1447731420 nyc-bc-sg-01 11 20 1766
1447731420 nyc-bc-sg-02 17 22 1692
1447731420 nyc-bc-sg-03 10 21 1581
1447731420 syd-bc-ce-01 25 66 486
1447731420 syd-bc-ce-02 2 51 78
1447731480 chn-bc-ce-01 0 41 0
1447731480 chn-bc-ce-02 0 40 0
1447731480 chn-bc-ce-03 1 36 193
1447731480 chn-bc-sg-01 23 25 2010
1447731480 chn-bc-sg-02 21 25 1969
1447731480 lon-bc-sg-01 7 21 1759
1447731480 lon-bc-sg-02 8 20 1517
1447731480 tok-bc-ce-01 1 36 248
1447731480 tok-bc-ce-02 1 26 183
1447731480 tok-bc-sg-01 20 25 1727
1447731480 snd-bc-sg-01 2 22 161
1447731480 snd-bc-sg-02 2 21 141
1447731480 bos-bc-ce-03 1 17 1
1447731480 bos-bc-ce-04 1 24 0
1447731480 bos-bc-drp-01 23 54 10651
1447731480 bos-bc-drp-02 21 54 10667
1447731480 bos-bc-rp-01 2 16 51
1447731480 bos-bc-sg-01 13 23 1433
1447731480 bos-bc-sg-02 12 20 1399
1447731480 bos-bc-sg-03 12 20 1276
1447731480 sng-bc-ce-01 1 26 377
1447731480 sng-bc-ce-02 1 27 199
1447731480 sng-bc-sg-01 3 19 406
1447731480 sng-bc-sg-02 27 28 3776
1447731480 kor-bc-ce-01 8 57 166
1447731480 kor-bc-ce-02 1 45 47
1447731480 nyc-bc-ce-05 1 15 2
1447731480 nyc-bc-ce-06 0 30 1
1447731480 nyc-bc-drp-01 0 20 2
1447731480 nyc-bc-drp-02 0 20 1
1447731480 nyc-bc-rp-01 0 24 0
1447731480 nyc-bc-rp-02 0 16 1
1447731480 nyc-bc-sg-01 11 20 1761
1447731480 nyc-bc-sg-02 15 21 1686
1447731480 nyc-bc-sg-03 11 21 1523
1447731480 syd-bc-ce-01 23 66 494
1447731480 syd-bc-ce-02 2 51 81
1447731540 chn-bc-ce-01 0 41 2
1447731540 chn-bc-ce-02 0 40 2
1447731540 chn-bc-ce-03 2 36 187
1447731540 chn-bc-sg-01 23 25 1989
1447731540 chn-bc-sg-02 21 25 1948
1447731540 lon-bc-sg-01 8 21 1769
1447731540 lon-bc-sg-02 7 20 1515
1447731540 tok-bc-ce-01 1 36 248
1447731540 tok-bc-ce-02 1 26 184
1447731540 tok-bc-sg-01 20 25 1723
1447731540 snd-bc-sg-01 2 22 159
1447731540 snd-bc-sg-02 2 21 136
1447731540 bos-bc-ce-03 1 17 2
1447731540 bos-bc-ce-04 1 24 0
1447731540 bos-bc-drp-01 22 53 10673
1447731540 bos-bc-drp-02 22 54 10684
1447731540 bos-bc-rp-01 2 16 55
1447731540 bos-bc-sg-01 12 23 1453
1447731540 bos-bc-sg-02 12 20 1377
1447731540 bos-bc-sg-03 12 20 1247
1447731540 sng-bc-ce-01 1 26 378
1447731540 sng-bc-ce-02 1 27 196
1447731540 sng-bc-sg-01 3 19 399
1447731540 sng-bc-sg-02 26 28 3761
1447731540 kor-bc-ce-01 6 57 160
1447731540 kor-bc-ce-02 1 45 44
1447731540 nyc-bc-ce-05 1 15 4
1447731540 nyc-bc-ce-06 0 30 3
1447731540 nyc-bc-drp-01 0 20 2
1447731540 nyc-bc-drp-02 0 20 2
1447731540 nyc-bc-rp-01 0 24 0
1447731540 nyc-bc-rp-02 0 16 1
1447731540 nyc-bc-sg-01 12 20 1733
1447731540 nyc-bc-sg-02 14 21 1638
1447731540 nyc-bc-sg-03 10 21 1522
1447731540 syd-bc-ce-01 25 66 495
1447731540 syd-bc-ce-02 1 51 84
1447731600 chn-bc-ce-01 0 41 2
1447731600 chn-bc-ce-02 0 40 2
1447731600 chn-bc-ce-03 1 36 187
1447731600 chn-bc-sg-01 23 25 1984
1447731600 chn-bc-sg-02 23 25 1955
1447731600 lon-bc-sg-01 8 21 1791
1447731600 lon-bc-sg-02 7 20 1528
1447731600 tok-bc-ce-01 1 36 229
1447731600 tok-bc-ce-02 1 26 165
1447731600 tok-bc-sg-01 22 25 1704
1447731600 snd-bc-sg-01 2 22 165
1447731600 snd-bc-sg-02 3 21 141
1447731600 bos-bc-ce-03 1 17 2
1447731600 bos-bc-ce-04 1 24 0
1447731600 bos-bc-drp-01 23 53 10685
1447731600 bos-bc-drp-02 21 54 10705
1447731600 bos-bc-rp-01 2 16 55
1447731600 bos-bc-sg-01 12 23 1472
1447731600 bos-bc-sg-02 12 20 1405
1447731600 bos-bc-sg-03 11 20 1266
1447731600 sng-bc-ce-01 1 26 346
1447731600 sng-bc-ce-02 1 27 193
1447731600 sng-bc-sg-01 2 19 392
1447731600 sng-bc-sg-02 27 28 3723
1447731600 kor-bc-ce-01 8 58 159
1447731600 kor-bc-ce-02 1 45 38
1447731600 nyc-bc-ce-05 1 15 3
1447731600 nyc-bc-ce-06 0 30 2
1447731600 nyc-bc-drp-01 0 20 2
1447731600 nyc-bc-drp-02 0 20 1
1447731600 nyc-bc-rp-01 1 24 0
1447731600 nyc-bc-rp-02 0 16 0
1447731600 nyc-bc-sg-01 11 20 1689
1447731600 nyc-bc-sg-02 17 22 1634
1447731600 nyc-bc-sg-03 10 21 1507
1447731600 syd-bc-ce-01 26 66 490
1447731600 syd-bc-ce-02 1 51 73
1447731660 chn-bc-ce-01 0 41 1
1447731660 chn-bc-ce-02 0 40 1
1447731660 chn-bc-ce-03 1 36 184
1447731660 chn-bc-sg-01 24 25 1978
1447731660 chn-bc-sg-02 23 24 1930
1447731660 lon-bc-sg-01 7 21 1779
1447731660 lon-bc-sg-02 7 20 1526
1447731660 tok-bc-ce-01 1 36 232
1447731660 tok-bc-ce-02 1 27 172
1447731660 tok-bc-sg-01 22 25 1694
1447731660 snd-bc-sg-01 2 22 167
1447731660 snd-bc-sg-02 3 21 141
1447731660 bos-bc-ce-03 1 17 2
1447731660 bos-bc-ce-04 1 24 0
1447731660 bos-bc-drp-01 22 53 10695
1447731660 bos-bc-drp-02 21 54 10683
1447731660 bos-bc-rp-01 2 16 65
1447731660 bos-bc-sg-01 14 23 1473
1447731660 bos-bc-sg-02 11 20 1389
1447731660 bos-bc-sg-03 10 20 1284
1447731660 sng-bc-ce-01 1 26 351
1447731660 sng-bc-ce-02 1 27 187
1447731660 sng-bc-sg-01 3 20 392
1447731660 sng-bc-sg-02 27 28 3727
1447731660 kor-bc-ce-01 7 57 159
1447731660 kor-bc-ce-02 1 45 41
1447731660 nyc-bc-ce-05 1 15 1
1447731660 nyc-bc-ce-06 0 30 1
1447731660 nyc-bc-drp-01 0 20 1
1447731660 nyc-bc-drp-02 0 20 0
1447731660 nyc-bc-rp-01 0 24 0
1447731660 nyc-bc-rp-02 0 16 0
1447731660 nyc-bc-sg-01 11 20 1747
1447731660 nyc-bc-sg-02 15 21 1628
1447731660 nyc-bc-sg-03 9 21 1489
1447731660 syd-bc-ce-01 23 66 496
1447731660 syd-bc-ce-02 2 52 71
1447731720 chn-bc-ce-01 0 41 1
1447731720 chn-bc-ce-02 0 40 1
1447731720 chn-bc-ce-03 1 36 193
1447731720 chn-bc-sg-01 26 25 1952
1447731720 chn-bc-sg-02 21 24 1935
1447731720 lon-bc-sg-01 7 21 1759
1447731720 lon-bc-sg-02 7 20 1526
1447731720 tok-bc-ce-01 1 36 235
1447731720 tok-bc-ce-02 1 26 166
1447731720 tok-bc-sg-01 22 25 1714
1447731720 snd-bc-sg-01 1 22 165
1447731720 snd-bc-sg-02 3 21 135
1447731720 bos-bc-ce-03 1 17 2
1447731720 bos-bc-ce-04 1 24 0
1447731720 bos-bc-drp-01 22 53 10658
1447731720 bos-bc-drp-02 20 54 10635
1447731720 bos-bc-rp-01 2 16 64
1447731720 bos-bc-sg-01 14 23 1460
1447731720 bos-bc-sg-02 10 20 1374
1447731720 bos-bc-sg-03 10 20 1249
1447731720 sng-bc-ce-01 1 26 354
1447731720 sng-bc-ce-02 1 27 180
1447731720 sng-bc-sg-01 2 19 392
1447731720 sng-bc-sg-02 30 28 3724
1447731720 kor-bc-ce-01 8 58 155
1447731720 kor-bc-ce-02 1 45 39
1447731720 nyc-bc-ce-05 1 15 1
1447731720 nyc-bc-ce-06 0 30 1
1447731720 nyc-bc-drp-01 0 20 0
1447731720 nyc-bc-drp-02 0 20 0
1447731720 nyc-bc-rp-01 1 24 0
1447731720 nyc-bc-rp-02 0 16 0
1447731720 nyc-bc-sg-01 13 20 1716
1447731720 nyc-bc-sg-02 15 22 1578
1447731720 nyc-bc-sg-03 10 21 1498
1447731720 syd-bc-ce-01 26 66 499
1447731720 syd-bc-ce-02 2 51 76
1447731780 chn-bc-ce-01 0 41 1
1447731780 chn-bc-ce-02 0 40 1
1447731780 chn-bc-ce-03 1 36 194
1447731780 chn-bc-sg-01 25 24 1942
1447731780 chn-bc-sg-02 23 24 1902
1447731780 lon-bc-sg-01 7 21 1772
1447731780 lon-bc-sg-02 8 20 1526
1447731780 tok-bc-ce-01 1 36 221
1447731780 tok-bc-ce-02 1 26 158
1447731780 tok-bc-sg-01 24 25 1689
1447731780 snd-bc-sg-01 2 22 164
1447731780 snd-bc-sg-02 2 21 135
1447731780 bos-bc-ce-03 1 17 2
1447731780 bos-bc-ce-04 1 24 0
1447731780 bos-bc-drp-01 22 53 10823
1447731780 bos-bc-drp-02 21 54 10776
1447731780 bos-bc-rp-01 1 16 57
1447731780 bos-bc-sg-01 14 23 1463
1447731780 bos-bc-sg-02 11 20 1389
1447731780 bos-bc-sg-03 12 20 1260
1447731780 sng-bc-ce-01 2 26 365
1447731780 sng-bc-ce-02 1 27 182
1447731780 sng-bc-sg-01 3 20 383
1447731780 sng-bc-sg-02 29 28 3757
1447731780 kor-bc-ce-01 9 58 152
1447731780 kor-bc-ce-02 1 45 45
1447731780 nyc-bc-ce-05 1 15 2
1447731780 nyc-bc-ce-06 0 30 2
1447731780 nyc-bc-drp-01 0 20 0
1447731780 nyc-bc-drp-02 0 20 1
1447731780 nyc-bc-rp-01 1 24 0
1447731780 nyc-bc-rp-02 0 16 0
1447731780 nyc-bc-sg-01 12 20 1731
1447731780 nyc-bc-sg-02 19 21 1607
1447731780 nyc-bc-sg-03 10 21 1484
1447731780 syd-bc-ce-01 24 66 503
1447731780 syd-bc-ce-02 2 51 86
1447731840 chn-bc-ce-01 0 41 2
1447731840 chn-bc-ce-02 0 40 2
1447731840 chn-bc-ce-03 2 36 200
1447731840 chn-bc-sg-01 23 24 1939
1447731840 chn-bc-sg-02 23 24 1906
1447731840 lon-bc-sg-01 9 21 1809
1447731840 lon-bc-sg-02 7 20 1532
1447731840 tok-bc-ce-01 1 36 226
1447731840 tok-bc-ce-02 1 26 169
1447731840 tok-bc-sg-01 22 25 1676
1447731840 snd-bc-sg-01 2 22 155
1447731840 snd-bc-sg-02 2 21 127
1447731840 bos-bc-ce-03 1 17 3
1447731840 bos-bc-ce-04 1 24 0
1447731840 bos-bc-drp-01 25 53 10718
1447731840 bos-bc-drp-02 22 54 10736
1447731840 bos-bc-rp-01 2 16 58
1447731840 bos-bc-sg-01 14 23 1467
1447731840 bos-bc-sg-02 12 20 1390
1447731840 bos-bc-sg-03 11 20 1293
1447731840 sng-bc-ce-01 2 26 364
1447731840 sng-bc-ce-02 1 27 198
1447731840 sng-bc-sg-01 3 19 389
1447731840 sng-bc-sg-02 26 28 3787
1447731840 kor-bc-ce-01 8 58 157
1447731840 kor-bc-ce-02 2 46 48
1447731840 nyc-bc-ce-05 1 15 4
1447731840 nyc-bc-ce-06 0 30 3
1447731840 nyc-bc-drp-01 0 20 1
1447731840 nyc-bc-drp-02 0 20 1
1447731840 nyc-bc-rp-01 0 24 0
1447731840 nyc-bc-rp-02 0 16 0
1447731840 nyc-bc-sg-01 11 20 1729
1447731840 nyc-bc-sg-02 20 21 1625
1447731840 nyc-bc-sg-03 9 21 1550
1447731840 syd-bc-ce-01 25 66 503
1447731840 syd-bc-ce-02 1 51 82
1447731900 chn-bc-ce-01 1 41 2
1447731900 chn-bc-ce-02 0 40 2
1447731900 chn-bc-ce-03 2 36 223
1447731900 chn-bc-sg-01 23 24 1947
1447731900 chn-bc-sg-02 22 24 1912
1447731900 lon-bc-sg-01 7 21 1812
1447731900 lon-bc-sg-02 8 20 1542
1447731900 tok-bc-ce-01 1 36 224
1447731900 tok-bc-ce-02 1 26 163
1447731900 tok-bc-sg-01 24 25 1678
1447731900 snd-bc-sg-01 2 22 160
1447731900 snd-bc-sg-02 3 21 126
1447731900 bos-bc-ce-03 1 17 3
1447731900 bos-bc-ce-04 1 24 0
1447731900 bos-bc-drp-01 24 53 10881
1447731900 bos-bc-drp-02 22 54 10892
1447731900 bos-bc-rp-01 2 16 64
1447731900 bos-bc-sg-01 14 23 1507
1447731900 bos-bc-sg-02 11 20 1417
1447731900 bos-bc-sg-03 12 20 1282
1447731900 sng-bc-ce-01 1 26 360
1447731900 sng-bc-ce-02 1 27 196
1447731900 sng-bc-sg-01 3 20 404
1447731900 sng-bc-sg-02 29 28 3791
1447731900 kor-bc-ce-01 9 57 159
1447731900 kor-bc-ce-02 1 46 43
1447731900 nyc-bc-ce-05 1 15 3
1447731900 nyc-bc-ce-06 0 30 2
1447731900 nyc-bc-drp-01 0 20 1
1447731900 nyc-bc-drp-02 0 20 0
1447731900 nyc-bc-rp-01 0 24 0
1447731900 nyc-bc-rp-02 0 16 0
1447731900 nyc-bc-sg-01 12 20 1659
1447731900 nyc-bc-sg-02 18 21 1590
1447731900 nyc-bc-sg-03 9 21 1527
1447731900 syd-bc-ce-01 20 66 506
1447731900 syd-bc-ce-02 1 51 82
1447731960 chn-bc-ce-01 0 41 0
1447731960 chn-bc-ce-02 0 40 0
1447731960 chn-bc-ce-03 2 36 218
1447731960 chn-bc-sg-01 22 24 1947
1447731960 chn-bc-sg-02 22 24 1902
1447731960 lon-bc-sg-01 8 21 1788
1447731960 lon-bc-sg-02 7 20 1524
1447731960 tok-bc-ce-01 1 36 238
1447731960 tok-bc-ce-02 1 26 163
1447731960 tok-bc-sg-01 31 25 1711
1447731960 snd-bc-sg-01 2 22 165
1447731960 snd-bc-sg-02 2 21 128
1447731960 bos-bc-ce-03 1 17 2
1447731960 bos-bc-ce-04 1 24 0
1447731960 bos-bc-drp-01 23 53 10870
1447731960 bos-bc-drp-02 22 54 10907
1447731960 bos-bc-rp-01 1 16 65
1447731960 bos-bc-sg-01 13 23 1436
1447731960 bos-bc-sg-02 12 20 1379
1447731960 bos-bc-sg-03 11 20 1237
1447731960 sng-bc-ce-01 1 26 368
1447731960 sng-bc-ce-02 1 27 192
1447731960 sng-bc-sg-01 3 20 391
1447731960 sng-bc-sg-02 28 28 3788
1447731960 kor-bc-ce-01 5 57 163
1447731960 kor-bc-ce-02 2 46 42
1447731960 nyc-bc-ce-05 1 15 1
1447731960 nyc-bc-ce-06 0 30 0
1447731960 nyc-bc-drp-01 0 20 0
1447731960 nyc-bc-drp-02 0 20 1
1447731960 nyc-bc-rp-01 0 24 0
1447731960 nyc-bc-rp-02 0 16 0
1447731960 nyc-bc-sg-01 13 20 1656
1447731960 nyc-bc-sg-02 17 21 1560
1447731960 nyc-bc-sg-03 9 21 1526
1447731960 syd-bc-ce-01 22 66 506
1447731960 syd-bc-ce-02 2 52 71
1447732020 chn-bc-ce-01 0 41 0
1447732020 chn-bc-ce-02 1 40 0
1447732020 chn-bc-ce-03 2 37 196
1447732020 chn-bc-sg-01 21 25 1910
1447732020 chn-bc-sg-02 25 24 1874
1447732020 lon-bc-sg-01 7 21 1780
1447732020 lon-bc-sg-02 7 20 1536
1447732020 tok-bc-ce-01 1 36 244
1447732020 tok-bc-ce-02 1 26 167
1447732020 tok-bc-sg-01 23 25 1718
1447732020 snd-bc-sg-01 2 22 157
1447732020 snd-bc-sg-02 2 21 128
1447732020 bos-bc-ce-03 1 17 2
1447732020 bos-bc-ce-04 1 24 0
1447732020 bos-bc-drp-01 22 54 10917
1447732020 bos-bc-drp-02 21 54 10890
1447732020 bos-bc-rp-01 2 16 59
1447732020 bos-bc-sg-01 12 23 1420
1447732020 bos-bc-sg-02 12 20 1376
1447732020 bos-bc-sg-03 11 20 1250
1447732020 sng-bc-ce-01 1 27 373
1447732020 sng-bc-ce-02 2 27 195
1447732020 sng-bc-sg-01 3 20 392
1447732020 sng-bc-sg-02 28 28 3815
1447732020 kor-bc-ce-01 6 57 158
1447732020 kor-bc-ce-02 1 46 37
1447732020 nyc-bc-ce-05 1 15 1
1447732020 nyc-bc-ce-06 0 30 0
1447732020 nyc-bc-drp-01 0 20 0
1447732020 nyc-bc-drp-02 0 20 1
1447732020 nyc-bc-rp-01 0 24 0
1447732020 nyc-bc-rp-02 0 16 0
1447732020 nyc-bc-sg-01 12 20 1688
1447732020 nyc-bc-sg-02 17 21 1603
1447732020 nyc-bc-sg-03 8 21 1546
1447732020 syd-bc-ce-01 18 66 501
1447732020 syd-bc-ce-02 1 51 59
1447732080 chn-bc-ce-01 0 41 0
1447732080 chn-bc-ce-02 0 40 0
1447732080 chn-bc-ce-03 1 37 184
1447732080 chn-bc-sg-01 25 25 1885
1447732080 chn-bc-sg-02 24 24 1864
1447732080 lon-bc-sg-01 7 21 1784
